Question,Answer,Chapter
"For the plague of frogs, Aaron was told to stretch forth his hand over streams, rivers, and what other body of water?","ponds, Exodus 8:5",8
Exodus 8:6 says that Aaron stretched for his hand over the waters of Egypt. What did it say the frogs came up and did to the land of Egypt?,"covered it, Exodus 8:6",8
"Bonus for 10: And the ___ did so with their ___, and brought up frogs upon the land of Egypt","magicians, enchantment, Exodus 8:7",8
"During the plague of frogs, Pharaoh said to intreat the Lord to take frogs away from him. What did he say he would let the people go to do?","sacrifice unto the Lord, Exodus 8:8",8
"FIB with one word said by Moses: ___ over me, when shall I intreat for thee, and for thy servants, and for thy people, to destroy the frogs from thee and thy houses.","glory, Exodus 8:9",8
"When Moses asked Pharaoh when the frogs should be destroyed from him, what was Pharaoh's response?","tomorrow, Exodus 8:10",8
"Moses said that the frogs shall depart from Pharaoh, where did he say they would remain?","the river, Exodus 8:11",8
"Bonus for 20: And the frogs shall depart from thee, and from thy ___, and from thy ___, and from thy ___, and shall remain in the ___ only.","houses, servants, people, river, Exodus 8:11",8
"The frogs died out of the houses, out of the villages, and out of where?","the fields, Exodus 8:13",8
"The frogs died out of the houses, out of the fields, and out of where?","the villages, Exodus 8:13",8
"After the frogs died in Egypt, what did they gather them together upon?","heaps, Exodus 8:14",8
What happened to the land after the dead frogs were gathered together upon heaps?,"it stank, Exodus 8:14",8
"FIB with one blank: Stretch out thy rod, and smite the dust of the land, that it may become ___ throughout all the land of Egypt.","lice, Exodus 8:16",8
"When Aaron smote the dust, it became lice in man and in what?","beast, Exodus 8:17",8
What happened when the magicians attempted to bring forth lice?,"they could not, Exodus 8:18",8
What did the magicians say unto Pharaoh after they could not bring forth lice?,"""This is the finger of God"", Exodus 8:19",8
"What happened immediately after the magicians told Pharaoh that ""this is the finger of God""?","his heart was hardened, Exodus 8:19",8
"Bonus for 15: I will send swarms of flies upon thee, and upon thy ___, and upon thy ___, and into thy ___.","servants, people, houses, Exodus 8:21",8
"Moses said the houses of the Egyptians shall be full of swarms of flies. What, whereon they are, would also be full of swarms?","the ground, Exodus 8:21",8
Where did Moses say he would sever so that no swarms of flies shall be there?,"the land of Goshen, Exodus 8:22",8
"Be specific, when talking about the plague of flies, who did Moses say dwelt in the land of Goshen?","my people, Exodus 8:22",8
FIB with one blank describing the plague of flies: And I will put a ___ between my people and thy people.,"division, Exodus 8:23",8
FIB with one blank: there came a ___ swarm of flies into the house of Pharaoh.,"grievous, Exodus 8:24",8
What happened to the land by reason of the swarm of flies?,"it was corrupted, Exodus 8:24",8
"Aside from pharaoh's house, whose house does Exodus 8 say the swarm of flies come into?","his servants house, Exodus 8:24",8
"During the plague of flies, Pharaoh called Moses and Aaron, what did he tell them to go do in the land?","sacrifice to your God, Exodus 8:25",8
Moses told Pharaoh that to sacrifice to the Lord they would go on a journey of what length?,"three days, Exodus 8:27",8
"During the plague of flies, Pharaoh agreed to let the Israelites go sacrifice to the Lord under the condition that they don't go where?","they shall not go very far away, Exodus 8:28",8
"Moses said he would intreat the Lord to remove the flies from Egypt. In one word, how did he say Pharaoh must not deal with him anymore?","deceitfully, Exodus 8:29",8
"FIB with one blank: And Moses went out from Pharaoh, and ___ the Lord.","intreated, Exodus 8:30",8
"When removing the swarms of flies from Egypt, the Lord did according to what?","the word of Moses, Exodus 8:31",8
"Be specific, How does Exodus 8 describe the number of flies that remained after the Lord removed them from Egypt?","(there remained) not one, Exodus 8:31",8
"Bonus for 20: FIB: And ___ ___ his ___ at this time also, ___ would he let the people go.","Pharaoh, hardened, heart, neither, Exodus 8:32",8
"Be specific, how did God describe the murrain which shall be upon the cattle in Egypt?","very grievous, Exodus 9:3",9
The plague on the cattle of Egypt was described as a very grievous what?,"murrain, Exodus 9:3",9
Exodus 9 said that the Lord would sever the cattle of what two places?,"Israel and Egypt, Exodus 9:4",9
FIB with the same word: All the ___ of Egypt died: but of the ___ of the children of Israel died not one.,"cattle, Exodus 9:6",9
"After the plague of cattle, what did the Lord tell Moses and Aaron to take handfuls of?","ashes (of the furnace), Exodus 9:8",9
The Lord told Moses and Aaron to take handfuls of ashes of the furnace and let Moses do what with it before the sight of Pharaoh?,"sprinkle it toward heaven, Exodus 9:8",9
Moses and Aaron were told to take handfuls of ashes from where?,"the furnace, Exodus 9:8",9
"Bonus for 20: FIB: And it shall become small ___ in all the land of Egypt, and shall be a ___ breaking forth with ___ upon man, and upon ___, throughout all the land of Egypt.","dust, boil, blains, beast, Exodus 9:9",9
"FIB with one word: and it became a boil breaking forth with ___ upon man, and upon beast.","blains, Exodus 9:10",9
"FIB with one blank: And the Lord hardened the heart of Pharaoh, and he ___ not unto them.","hearkened, Exodus 9:12",9
"Bonus for 15: FIB: For now I will ___ out my hand, that I may ___ thee and thy people with ___, and thou shalt be cut off from the earth.","stretch, smite, pestilence, Exodus 9:15",9
Pharaoh was told that tomorrow it would rain what?,"(a very grievous) hail, Exodus 9:18",9
In describing the grievous hail it was said that such had not been in Egypt since when even until now?,"the foundation (thereof), Exodus 9:18",9
"FIB from Exodus 9: Send therefore now, and gather thy ___, and all that thou hast in the field.","cattle, Exodus 9:19",9
"When hail comes down upon every man and beast, what shall happen to them?","they shall die, Exodus 9:19",9
Who among the servants of Pharaoh made their servants and cattle flee into their houses?,"He that feared the word of the Lord, Exodus 9:20",9
"Bonus for 20: When hearing about the rain of hail, what did he that feared the word of the Lord among Pharaoh's servants do?","made his servants and cattle flee into the houses, Exodus 9:20",9
Bonus for 15: and he that regarded not the ___ of the Lord left his servants and ___ in the ___.,"word, cattle, field, Exodus 9:21",9
Who left their servants and cattle in the field after hearing about the hail that would rain on Egypt.,"he that regarded not the word of the Lord, Exodus 9:21",9
What action did the Lord have Moses take when he told him that there would be hail in the land of Egypt?,"stretch forth thine hand toward heaven, Exodus 9:22",9
What did Moses do before the Lord rained hail upon the land of Egypt?,"stretched forth his rod toward heaven, Exodus 9:23",9
What ran along the ground as the Lord sent thunder and hail?,"fire, Exodus 9:23",9
"In Egypt, there was hail. What mingled with it?","fire, Exodus 9:24",9
"In two words, how was the hail and fire mingled with hail described?","very grievous, Exodus 9:24",9
It was said of the plague of hail that there was none like it since what event?,"Egypt became a nation, Exodus 9:24",9
"Throughout all the land of Egypt, the hail smote all that was in what place?","the field, Exodus 9:25",9
Where was there no hail?,"the land of Goshen, Exodus 9:26",9
Who was in the land of Goshen?,"the children of Israel, Exodus 9:26",9
"Bonus for 15: Who said this and who was it spoken to: ""I have sinned this time, the Lord is righteous, and I and my people are wicked.""","Pharaoh to Moses and Aaron, Exodus 9:27",9
Pharaoh said that he had sinned and that the Lord is righteous. What did he say of his people?,"they are wicked, Exodus 9:27",9
FIB with one blank: Intreat the Lord (for it is enough) that there be no more mighty ___ and hail.,"thunderings, Exodus 9:28",9
"Pharaoh said that if Moses intreated the Lord for no more thunderings and hail, he would do what?","let you go, Exodus 9:28",9
Moses told Pharaoh that there shall be no more hail and that what shall cease?,"the thunder, Exodus 9:29",9
What as smitten because it was in the ear?,"the barley, Exodus 9:31",9
"Why was the barley, in particular, smitten?","because it was in the ear, Exodus 9:31",9
What was smitten because it was bolled?,"flax, Exodus 9:31",9
"Why was the flax, in particular, smitten?","it was bolled, Exodus 9:31",9
Wheat and what else was not smitten during the plague of hail?,"rie, Exodus 9:32",9
Why were wheat and rie not smitten?,"for they were not grown up, Exodus 9:32",9
"Pharaoh's heart was hardened when he saw that the rain, hail, and what else ceased?","thunder, Exodus 9:34",9
"Pharaoh's heart was hardened when he saw that the rain, thunder, and what else ceased?","hail, Exodus 9:34",9
"What did Pharaoh do more when he saw that the rain, hail, and thunders were ceased?","sinned, Exodus 9:34",9
FIB with one blank: to morrow will I bring the ___ into thy coasts.,"locusts, Exodus 10:4",10
FIB with one blank: to morrow will I bring the locusts into thy ___.,"coasts, Exodus 10:4",10
What did Moses and Aaron say the locust would cover?,"the face of the earth, Exodus 10:5",10
What could one not be able to see during the plague of locusts?,"the earth, Exodus 10:5",10
What which groweth out of the field did Moses and Aaron say the locusts would eat?,"every tree, Exodus 10:5",10
Moses and Aaron said that the locusts would eat the residue of that which escaped. What caused the residue?,"the hail, Exodus 10:5",10
"What, of all the Egyptians, would the locusts fill?","the houses, Exodus 10:6",10
"Bonus for 15: Who said the following, who was it said to, and who was it said about: ""How long shall this man be a snare unto us?""","Pharaoh's servants to Pharaoh about Moses, Exodus 10:7",10
"After Moses described the locusts, Pharaoh's servants asked him how long Moses would be what unto them?","a snare, Exodus 10:7",10
"In Exodus 10, what did Pharaoh's servants say was destroyed?","Egypt, Exodus 10:7",10
"Bonus for 25: Pharaoh asked Moses who would go to serve the Lord, Moses specifically mentioned 6 groups of people and animals. Name 5 of them.","young, old, sons, daughters, flocks, herds, Exodus 10:9",10
What brought the locusts to Egypt?,"an east wind, Exodus 10:13",10
Where did the locusts rest when they went up over all the land of Egypt?,"in all the coasts of Egypt, Exodus 10:14",10
"What was described in the following way: ""For they covered the face of the whole earth, so that the land was darkened""?","locusts, Exodus 10:15",10
"Bonus for 10: When the locusts came to Egypt they ate two things which the hail had left, name them.","every herb of the land, all the fruit of the trees, Exodus 10:15",10
What was the description of the west wind which took away the locusts?,"mighty strong, Exodus 10:19",10
A wind from what direction took away the locusts?,"west, Exodus 10:19",10
A mighty strong west wind took the locusts away and did what to them?,"cast them into the Red sea, Exodus 10:19",10
"After a mighty strong west wind, there remained not one of what in all the coasts of Egypt?","locusts, Exodus 10:19",10
"FIB with the same word: Stretch out thine hand toward heaven, that there may be ___ over the land of Egypt, even ___ which can be felt.","darkness, Exodus 10:21",10
"FIB with one blank: there may be darkness over the land of Egypt, even darkness which may be ___.","felt, Exodus 10:21",10
"In one word, how was the darkness that was in all Egypt described?","thick, Exodus 10:22",10
How long was there darkness in all the land of Egypt?,"three days, Exodus 10:22",10
Where did the children of Israel have light during the three days of darkness?,"in their dwellings, Exodus 10:23",10
"After the three days of darkness, Pharaoh said that Moses could go under what condition?","let your flocks and herds be stayed, Exodus 10:24",10
"After the three days of darkness, Moses told Pharaoh that he must give him sacrifices and what else so that they may sacrifice to the Lord?","burn offerings, Exodus 10:25",10
Moses said that the Israelites cattle must go with them. What did he say shall not be left behind?,"an hoof, Exodus 10:26",10
"In Exodus 10, Pharaoh told Moses to get away from him and see his face no more. What did he say would happen on the day that Moses saw his face?","he (Moses) would die, Exodus 10:28",10
"Who said the following to whom? ""Yet will I bring one plague more upon Pharaoh and upon Egypt, afterward he will let you go hence"""," The Lord to Moses, Exodus 11:1.",11
"After the final plague, what did the Lord say Pharaoh would do to the Israelites?"," He shall let you go hence, Exodus 11:1.",11
What did God instruct the Israelites to borrow of their (Egyptian) neighbor?," Jewels of silver and jewels of gold, Exodus 11:2.",11
"According to Exodus 11, how was Moses viewed in the sight of Pharaoh's servants and the people?"," He was very great, Exodus 11:3.",11
"In speaking of the slaying of the firstborn of the Egyptians, when did God say he would go out in the midst of Egypt?"," About midnight, 11:4.",11
At what time did the Lord say He would go out into the midst of Egypt to bring the final plague?," About midnight, Exodus 11:4.",11
Who would die in the land of Egypt in the final plague?," All the firstborn, Exodus 11:5.",11
"Bonus for 10 FIB 2 blanks, And all the firstborn in the land of Egypt shall die, from the first born of Pharaoh that sitteth upon his throne, even unto the firstborn of the ___ that is behind the ___ "," Maidservant, mill Ex 11:5",11
The last plague against the Egyptians would extend beyond humans to include what else?,"(The firstborn of) the beasts, Exodus 11:5",11
What did the Lord say would be heard throughout Egypt as a result of the last plague?," A great cry, Exodus 11:6.",11
"Exodus 11 verse 7 says But against any of these people shall not a dog move his tongue against man or beast,  who were they referring to?"," The children of Israel, Exodus 11:7",11
God said that what shall not move his tongue against the children of Israel during the last plague?,"a dog, Exodus 11:7",11
"According to Exodus 11, God said that a dog shall not do what against man or beast among the Israelites?","move his tongue, Exodus 11:7",11
Who would come to Moses and bow down after the plague struck?," All of Pharaoh's servants, Exodus 11:8.",11
What would Pharaoh's servants beg Moses and the Israelites to do after the plague?," Get thee out, and all the people that follow thee Exodus 11:8.",11
Moses told Pharaoh about the final plague and then went out from him in what emotional state?,"great anger, Exodus 11:8",11
Who specifically would beg Moses to leave Egypt after the last plague?," All Pharaoh's servants, Exodus 11:8.",11
Who told Moses in Exodus chapter 11 that Pharaoh would not listen to him?," The Lord, Exodus 11:9.",11
What reason did the Lord give in Exodus 11 why Pharaoh would not hearken unto Moses?," That God's wonders may be multiplied (in the land of Egypt), Exodus 11:9.",11
"In Exodus 11, What did the Lord do to Pharaoh so that he would not let the Israelites leave Egypt?"," The Lord hardened Pharaoh’s heart, Exodus 11:10.",11
On what day of the month were the Israelites to select a lamb for the passover?, On the tenth day of the month (Exodus 12:3),12
"FIB with the same word: They shall take to them every man a ___, according to the house of their fathers, a ___ for an house.","lamb, Exodus 12:3",12
"If the household was too little for a lamb, who were the Israelites to share it with?","his neighbor next to his house, Exodus 12:4",12
The Passover lamb was to be shared with the Israelites neighbor in what case?,"if the household be too little (for the lamb), Exodus 12:4",12
FIB with one blank about the lamb: let him and his neighbor next unto his house take it according to the number of the ___.,"souls, Exodus 12:4",12
How old was the male lamb without blemish supposed to be?,"of the first year, Exodus 12:5",12
The Passover lamb could be taken out from the sheep or from what animal?,goats (Exodus 12:5),12
The Passover lamb could be taken out from the goats or from what animal?,"sheep, Exodus 12:5",12
On what day of the month were the Israelites supposed to kill the Passover lamb?," the fourteenth day of the month, Exodus 12:6",12
At what time of day on the fourteenth day of the month were the Israelites to kill the Passover lamb?, In the evening (Exodus 12:6),12
"Bonus for 20: FIB: And they shall take of the ___, and strike it on the two side ___ and on the upper door ___ of the ___ wherein they shall eat it.","blood, posts, post, house, Exodus 12:7",12
"In addition to the upper door posts, where were the Israelites supposed to strike blood on the house?","the two side posts, Exodus 12:7",12
At what time of day were the Israelites supposed to eat the flesh of the passover lamb?," at night, Exodus 12:8",12
"In one word, describe the herbs with which the children of Israel were to eat the Passover lamb.","bitter, Exodus 12:8",12
What type of bread were the Israelites commanded to eat during the Passover?, Unleavened bread (Exodus 12:8),12
God said to roast the lamb with fire and to not eat it raw. How else did God say they should not prepare the lamb?,"sodden (at all with water), Exodus 12:9",12
Bonus for 15: What 3 parts of the Passover lamb did Exodus specifically say should be roast with fire?," its head, legs and the purtenance (internal organs) Exodus 12:9",12
What were the Israelites to do with any of the Passover lamb which remained until the next morning?," Burn it with fire, Exodus 12:10",12
"Bonus for 15: God told the Israelites to eat the lamb in haste. In preparation, what three things did he tell them to already have done when they ate the lamb.","with your loins girded, your shoes on your feet, and your staff in your hand (Exodus 12:11)",12
"In Exodus chapter 12, against whom did God say he would execute judgment?"," against all  the gods of Egypt, Exodus 12:12",12
"FIB, one blank, ""And the blood shall be to you for a ____ upon the houses where ye are.""","token, Exodus 12:13",12
FIB with one blank: And the ___ shall be to you for a token upon the houses where ye are.,"blood, Exodus 12:13",12
"God said the Passover was to be a memorial, what did he say they shall keep it by an ordinance?","a feast, Exodus 12:14",12
"God said the Passover was to be a memorial, for how long did He say they should celebrate it?"," for ever, Exodus 12:14",12
For how many days were the Israelites to eat unleavened bread?, Seven days (Exodus 12:15),12
What were the Israelites to put away from their houses during the celebration of the Passover?, Leaven (Exodus 12:15),12
On what day of the Feast of Unleavened Bread should the Israelites  to put away leaven out of their houses?, first day Exodus 12:15,12
What would happen to anyone who ate leaven during the Feast of Unleavened Bread?, They would be cut off from Israel (Exodus 12:15),12
What did God say there should be in the first day of the Feast of Unleavened Bread?," A holy convocation, Exodus 12:16",12
On which two days of the Feast of Unleavened Bread was a holy convocation (sacred assembly) to be held?, The first day and the seventh day (Exodus 12:16),12
What did God say the first and seventh day of the Feast of Unleavened Bread should be?," A holy convocation, Exodus 12:16",12
"FIB with one blank: And ye shall observe the feast of unleavened bread, for this selfsame day have I brought your ___ out of the land of Egypt.","armies, Exodus 12:17",12
What did Exodus 12:18 say that the children of Israel should eat on the fourteenth day of the first month?," Unleavened bread, Exodus 12:18",12
"In the first month, the children of Israel were told to eat unleavened bread from the fourteenth day until what day?","the one and twentieth day (21st day), Exodus 12:18",12
"In Exodus 12:21, After hearing about the Passover from God, who did Moses call for?","all the elders of Israel, Exodus 12:21",12
What were the Israelites to use to strike the side posts with the blood of the lamb?," A bunch of hyssop, Exodus 12:22",12
"When the Israelites dipped hyssop in the blood, what would the blood be in?","the basin, Exodus 12:22",12
After putting the blood of the lamb on the lintel and posts of their homes what could the children of Israel not do until the morning?," go out the door of their houses, Exodus 12:22",12
The Lord would pass over the door of the Israelites. Who would He not suffer to come into their houses?,"the destroyer, Exodus 12:23",12
"Who did Moses say would asks the Israelites ""What mean ye by this service?""","their children, Exodus 12:26",12
"After Moses told the people about the Passover and before they went away, what did the people do?","bowed their head and worshipped, Exodus 12:27",12
"FIB with one blank: And the children of Israel went away, and did as the Lord had ___ Moses and Aaron, so did they.","commanded, Exodus 12:28",12
"Bonus for 15: In Exodus chapter 12 it says that at midnight the Lord smote the firstborn in the land of Egypt. For 5 points each, list the 3 first borns which were listed"," Firstborn of Pharoah, firstborn of the captive that was in the dungeon, all the firstborn of the cattle Exodus 12:29",12
"In the lists of firstborns the Lord smote, where was the captive who's firstborn was smote?","the dungeon, Exodus 12:29",12
"In Exodus 12, there was a great cry in Egypt because what was not in Egypt?","a house where there was not one dead, Exodus 12:30",12
"When Pharaoh told Moses to leave Egypt with the Israelites and to take their flocks and herds, what else did he tell Moses to do?","bless him, Exodus 12:32",12
"After the Passover, the Egyptians were urgent upon the Israelites. What did they say to them?"," We be all dead men, Exodus 12:33",12
"Bonus for 10: And the Egyptians were ___ upon the people, that they might send them out of the land in ___.","urgent, haste, Exodus 12:33",12
"When leaving Egypt, the Israelites took their dough before what happened to it?","before it was leaveneed, Exodus 12:34",12
"When told to leave Egypt, what did the Israelites have bound up in their clothes upon their shoulders?"," Their kneadingtroughs, Exodus 12:34",12
Bonus for 15: What did the children of Israel borrow from the Egyptians as they left Egypt?," Jewels of silver, jewels of gold, and raiment Exodus 12:35",12
"FIB, one blank referring to the Israelites as they left Egypt, And they _____ the Egyptians"," spoiled, Exodus 12:36",12
How many Israelite men did Exodus chapter 12 say left Egypt?," six hundred thousand, Exodus 12:37",12
"In Exodus 12, the Israelites journeyed from what place to Succoth?"," Rameses, Exodus 12:37",12
The Israelites journeyed from Rameses to what place?," Succoth, Exodus 12:37",12
"Bonus for 15: FIB: And a mixed multitude went up also with them, and ___, and ___, even very much ___","flocks, herds, cattle, Exodus 12:38",12
What did the Israelites bake with the dough they brought out of Egypt?,"unleavened cakes, Exodus 12:39",12
"Because they were thrust out of Egypt, the Israelites could not tarry, neither had they prepared for themselves what?","(any) victual, Exodus 12:39",12
How long did the children of Israel sojourn in Egypt?," Four hundred and thirty years, Exodus 12:40",12
FIB with one blank: This is that night of the Lord to be ___ of all the children of Israel in their generations.,"observed, Exodus 12:42",12
FIB with one blank: This is that night of the Lord to be observed of all the children of Israel in their ___.,"generations, Exodus 12:42",12
What were the Israelites forbidden to break on the passover lamb?," A bone, Exodus 12:46",12
By what did the Lord bring the children of Israel out of the land of Egypt?,"their armies, Exodus 12:51",12
What did God command Moses for the Israelites to sanctify to Him in Exodus 13?," ""All the firstborn,"" (Exodus 13:2)",13
God commanded that the Israelites sanctify to him all the firstborn of man and of what?, beast Exodus 13:2,13
"Finish the verse: Whatsoever openeth the womb among the children of Israel, both of man and of beast...","it is mine, Exodus 13:2",13
"God said it is mine, referring to whatsoever openeth what among the children of Israel?","the womb, Exodus 13:2",13
Moses referred to Egypt as the house of what?,"bondage, Exodus 13:3",13
What did God command should not be eaten during the Feast of Unleavened Bread?," ""Leavened bread."" (Exodus 13:3)",13
Name the month on which Moses said that the children of Israel came out of Egypt., Abib (Exodus 13:4),13
On which day of the Feast of Unleavened Bread was there to be a feast to the Lord?," ""The seventh day."" (Exodus 13:6)",13
"FIB with one blank: Seven days thou shalt eat unleavened bread, and in the seventh day shall be a ___ to the Lord.","feast, Exodus 13:6",13
Neither shall this thing be seen with thee in all thy quarters. What is this referring to?,"leaven, Exodus 13:7",13
"Who were the Israelites to show saying the following, ""This is done because of that which the Lord did unto me when I came forth out of Egypt?", their son Ex 13:8,13
"Bonus for 15: And it shall be for a sign unto thee upon thine hand, and for a ___ between thine ___, that the Lord's law may be in thy ___.","memorial, eyes, mouth, Exodus 13:9",13
Moses said the feast of unleavened bread would be a memorial between what of the Israelites?,"their eyes, Exodus 13:9",13
"According to Moses, the Lord's law should be in what of the Isarelites?","their mouths, Exodus 13:9",13
FIB with one blank from Exodus 13: Thou shalt therefore keep this ___ in his season from year to year.,"ordinance, Exodus 13:10",13
What land did Moses say the Lord sware unto the Israelites and their fathers?,"the land of the Canaanites (Canaan), Exodus 13:11",13
"Along with every firstling that cometh of a beast, Moses said that the Isarelites should set apart all that openeth what for the Lord?","the matrix, Exodus 13:12",13
What was to happen to the firstborn male of an ass if it was not redeemed?," ""Thou shalt break his neck."" (Exodus 13:13)",13
What did Moses say shall done for every firstborn of man?, They had to be redeemed  (Exodus 13:13),13
Moses said that the Israelites shalt do what for every firstling of an ass?," ""Redeem it with a lamb."" (Exodus 13:13)",13
With what animal did Moses say the firstling of an ass shalt be redeemed?,"a lamb, Exodus 13:13",13
"FIB with one blank: I sacrifice to the Lord all that openeth the matrix, being ___.","males, Exodus 13:15",13
"Bonus for 15: And it shall be for a token upon thine ___, and for frontlets between thine ___, for by strength of ___ the Lord brought us forth out of Egypt.","hand, eyes, hand, Exodus 13:16",13
God did not let the Israelites go through the land of the Philistines because God thought they might repend when the see war and do what?,"return to Egypt, Exodus 13:17",13
God said that if the Israelites went through the land of the Philistines they might repent when they saw what?,"war, Exodus 13:17",13
"When Pharaoh let them go, God led the Israelites through the wilderness of what?","the Red sea, Exodus 13:18",13
Whose bones did the children of Israel take with them when they left Egypt?, Joseph's Exodus 13:19,13
Who straightly swore to the children of Israel saying God will surely visit you and ye shall carry up my bones away hence with you?, Joseph Exodus 13:19,13
"The Isarelites travelled from Succoth and encamped in what place, in the edge of the wilderness?","Etham, Exodus 13:20",13
The Isrealites took their journey from this place and encamped in Etham. Name the place.,"Succoth, Exodus 13:20",13
What did God use to guide the Israelites by day?," ""A pillar of a cloud."" (Exodus 13:21)",13
What did God use to guide the Israelites by night?," ""A pillar of fire."" (Exodus 13:21)",13
Pi-hahiroth was located between Migdol and the sea over against this place. What was the name of this place?, Baal zephon Ex 14:2,14
Bonus for 10: What were the two places that Exodus 14 locates Pi hahiroth between?, Between Migdol and the sea Exodus 14:2,14
"FIB one blank, ""For Pharaoh will say of the children of Israel, They are _____ in the land, the wilderness hath shut them in.""", entangled  Ex 14:3,14
Why did the LORD say Pharaoh would think the Israelites were entangled in the land?, Because the wilderness hath shut them in Exodus 14:3,14
"What did God say He would harden, so that Pharaoh would follow after the Israelites?", Pharaoh’s heart Exodus 14:4,14
"Pharaoh and his servants asked, why they let Israel go from doing what?","serving them, Exodus 14:5",14
How many chosen chariots did Pharaoh take with him?, Six hundred Exodus 14:7,14
Bonus for 15: Pharaoh made ready his chariot and took people with him. Describe what else he brought with him?," Six hundred chosen chariots, all the chariots of Egypt, captains over every one of them Exodus 14:7",14
"According to Exodus chapter 14, what did each of Pharoah's chariots have over them?",Captains Exodus 14:7,14
"The Egyptians overtook the Israelites, encamping where, beside Pi-hahiroth, before Baal-zephon","by the sea, Exodus 14:9",14
"The Egyptians overtook the Israelites, encamping by the sea, beside this place, before Ball-zephon. Name the place.","Pi-hahiroth, Exodus 14:9",14
"The Egyptians overtook the Israelites, encamping by the sea, beside Pi-hahiroth, before this place. Name the place.","Baal-zephon, Exodus 14:9",14
"Be specific, encamping by the sea, where did Pharoah's army overtake the children of Israel?"," beside Pihahiroth, before Baalzephon Ex 14:9",14
How did the children of Israel feel when they saw the Egyptians marching after them?," They were sore afraid, Exodus 14:10",14
What did the Israelites do when they saw the Egyptians marching after them and were sore afraid?,"they cried out unto the Lord, Exodus 14:10",14
"FIB with one blank: Because there were no ___ in Egypt, hast thou taken us away to die in the wilderness?","graves, Exodus 14:11",14
"Bonus for 15: FIB: And they said unto Moses, Because there were no ___ in Egypt, hast thou taken us away to ___ in the ___?","graves, die, wilderness, Exodus 14:11",14
"When the Israelites saw the Egyptians, what did they accuse Moses of doing because there were no graves in Egypt?", Bringing them to die in the wilderness Exodus 14:11,14
What did the Israelites say it would have been better for them to do than die in the wilderness?, Serve the Egyptians Exodus 14:12,14
"In Exodus 14, who did Moses say the Israelites shall see again no more forever?","the Egyptians (whom ye have seen today), Exodus 14:13",14
"FIB with one blank: And the Lord shall ___ for you, and ye shall hold your peace.","fight, Exodus 14:14",14
"FIB with one blank: And the Lord shall fight for you, and ye shall hold your ___.","peace, Exodus 14:14",14
What did God instruct Moses do in order to divide the sea?," Lift up thy rod, stretch out thine hand over the sea Exodus 14:16",14
God said that the Children of Isarel shall go on what through the midst of the sea?,"dry ground, Exodus 14:16",14
"Be specific, God told Moses that the children of Israel shall go on dry ground through what?","the midst of the sea, Exodus 14:16",14
"FIB with one blank spoken by the Lord: And I will get me ___ upon Pharaoh, and upon all his host, upon his chariots, and upon his horesmen.","honour, Exodus 14:17",14
The pillar of cloud went behind the Isarelites when what removed and went behind them?,"the angel of God, Exodus 14:19",14
The angel of God and the pillar of cloud went from before the Israelites to where?,"behind them, Exodus 14:19",14
"When the angel of God removed and went behind the camp of Israel, what stood behind them?","the pillar of the cloud, Exodus 14:19",14
"When the pillar of cloud moved from before the children of Israel to go behind them, which two camps did it separate?", Camp of the Egyptians and camp of Israelites Ex 14:20,14
The pillar of cloud came between the Isarelites and Egyptians so that one came not near the other over what period of time?,"all the night, Exodus 14:20",14
How did God cause the sea to go back?, By a strong east wind all that night Exodus 14:21,14
How long did the east wind blow that made the sea dry land?, All that night Exodus 14:21,14
The strong east wind made the sea what?,"dry land, Exodus 14:21",14
"Bonus for 20: FIB: And the Lord caused the sea to go back by a ___ ___ ___ all that night, and made the sea dry land, and the waters were ___","strong, east, wind, divided, Exodus 14:21",14
"As the children of Israel crossed the Red Sea, how did it describe the waters on their right hand and their left?", A wall Ex 14:22,14
What did the waters form on either side of the Israelites as  they crossed the Red Sea?, A wall Exodus 14:22,14
During which watch did the LORD look down upon the Egyptian army as they pursued Israel?," The morning watch, Exodus 14:24",14
"In the morning watch, God looked upon the host of the Egyptians through the pillar of fire and cloud and did what to them?","troubled them, Exodus 14:24",14
The Lord took off the Egyptians chariot wheels. How did it say they drave?,"heavliy, Exodus 14:25",14
"In Exodus 14:27, What happened to the sea when Moses stretched forth his hand over it?", The sea returned to his strength Exodus 14:27,14
At what time of day did the sea return to his strength?,"morning, Exodus 14:27",14
What did the Egyptians do when the sea returned its strength?,"fled against it, Exodus 14:27",14
"Bonus for 15: When the water returned, what did it cover?","the chariots, the horsemen, and all the host of Pharaoh, Exodus 14:28",14
"When the waters returned, what did it do to the chariots and horsemen?","covered them, Exodus 14:28",14
Israel saw the Egyptians in what state upon the sea shore?,"dead, Exodus 14:30",14
The Israelites saw the Egyptians dead upon what?,"the sea shore, Exodus 14:30",14
"FIB with one blank: the people feared the Lord, and believed the Lord, and his ___ Moses","servant, Exodus 14:31",14
"FIB, two blanks, I will sing unto the Lord, for he hath triumphed gloriously: the _____ and his _____ hath he thrown into the sea"," horse, rider Ex 15:1",15
What did Miriam have in her hand as she sang to God after crossing the Red  Sea?, a timbrel Ex 15:20,15
Who led the women in singing and dancing?," Miriam (the prophetess, sister of Aaron Exodus) 15:20",15
What instrument did Miriam and the women play as they sang?, Timbrels Exodus 15:20,15
Where did Moses lead Israel after they crossed the Red Sea?, Into the wilderness of Shur Exodus 15:22,15
Moses brought Isarel from what place and went into the wilderness of Shur?,"the Red sea, Exodus 15:22",15
For how many days did the Israelites find no water in the wilderness of Shur?, Three days Exodus 15:22,15
